blade_id,turbine_id,blade_type,length_m
B02643,T0020,Type-C,55.0
B02644,T0176,Type-E,60.0
B02645,T0034,Type-D,61.0
B02646,t0086,Type-D,60.0
B02647,T0054,Type-B,61.0
B02648,T0117,Type-B,60.0
B02649,T0101,Type-B,62.5
B02650,T0114,Type-B,55.0
B02651,T0115,Type-D,55.0
B02652,T0156,Type-C,61.0
B02653,t0086,Type-A,60.0
B02654,T0192,Type-B,61.0
B02655,T0120,Type-E,60.0
B02656,T0153,Type-B,
B02657,T0195,Type-C,61.0
B02658,t0081,Type-A,61.0
B02659,T0086,Type-E,58.0
B02660,T0123,Type-D,60.0
B02661,T0144,Type-A,61.0
B02662,T0159,Type-C,61.0
B02663,T0003,Type-E ,62.5
B02664,T0149,Type-A,55.0
B02665,T0059,Type-E,58.0
B02666,T0190,Type-B,60.0
B02667,T0064,Type-A,60.0
B02668,T0033,Type-A,55.0
B02669,T0145,Type-C,55.0
B02670,T0032,Type-C,55.0
B02671,T0118,Type-A,58.0
B02672,T0140,Type-D,61.0
B02673,T0199,Type-B,61.0
B02674,T0173,Type-B,58.0
B02675,T0129,Type-B,58.0
B02676,T0089,Type-E,55.0
B02677,t0086,Type-B,55.0
B02678,T0041,Type-A,61.0
B02679,T0022,Type-C,55.0
B02680,T0039,Type-E,61.0
B02681,T0166,Type-A,58.0
B02682,t0121,Type-C,62.5
B02683,T0140,Type-A,60.0
B02684,T0064,Type-A,61.0
B02685,T0157,Type-D,58.0
B02686,T0081,Type-D,58.0
B02687,T0149,Type-A,60.0
B02688,T0036,Type-D,58.0
B02689,T0165,Type-B ,55.0
B02690,T0171,Type-A,55.0
B02691,T0114,Type-B,62.5
B02692,T0110,Type-A,58.0
B02693,T0146,Type-C,62.5
B02694,T0017,Type-C ,61.0
B02695,T0100,Type-D,62.5
B02696,T0002,Type-C,61.0
B02697,T0015,Type-B,61.0
B02698,T0037,Type-D,58.0
B02699,T0177,Type-E,61.0
B02700,T0027,Type-A ,61.0
B02701,T0112,Type-E,58.0
B02702,T0071,Type-B ,60.0
B02703,T0156,Type-B,61.0
B02704,T0067,Type-E,61.0
B02705,T0069,Type-D,60.0
B02706,t0073,Type-C,62.5
B02707,T0187,Type-B,60.0
B02708,T0186,Type-C,60.0
B02709,T0033,Type-B,60.0
B02710,T0107,Type-C,62.5
B02711,T0077,Type-C,58.0
B02712,T0036,Type-C,60.0
B02713,T0123,Type-C,62.5
B02714,T0120,Type-C,55.0
B02715,T0190,Type-B,55.0
B02716,T0013,Type-A,61.0
B02717,T0010,Type-C,60.0
B02718,T0049,Type-A,58.0
B02719,T0136,Type-A,62.5
B02720,T0196,Type-B,61.0
B02721,T0054,Type-A,60.0
B02722,t0155,Type-E,60.0
B02723,T0192,Type-C,55.0
B02724,T0152,Type-A,58.0
B02725,T0191,Type-D,60.0
B02726,T0063,Type-B,62.5
B02727,T0086,Type-D,58.0
B02728,T0079,Type-E,61.0
B02729,T0100,Type-C,62.5
B02730,T0163,Type-E,61.0
B02731,T0003,Type-C,61.0
B02732,T0157,Type-B,61.0
B02733,T0126,Type-A,62.5
B02734,T0094,Type-D,58.0
B02735,T0158,Type-D,55.0
B02736,T0035,Type-A,61.0
B02737,T0058,Type-E,61.0
B02738,T0117,Type-B,62.5
B02739,T0095,Type-A,55.0
B02740,T0182,Type-B,55.0
B02741,T0176,Type-A,62.5
B02742,T0179,Type-B,58.0
B02743,T0062,Type-A,61.0
B02744,T0189,Type-D,62.5
B02745,T0100,Type-C,61.0
B02746,T0141,Type-E,58.0
B02747,T0144,Type-B,58.0
B02748,T0198,Type-C,61.0
B02749,T0022,Type-A,62.5
B02750,T0113,Type-E,61.0
B02751,T0009,Type-C,62.5
B02752,T0006,Type-E,60.0
B02753,T0083,Type-A,58.0
B02754,T0068,Type-B,55.0
B02755,T0020,Type-D,61.0
B02756,T0013,Type-D,58.0
B02757,T0144,Type-E,61.0
B02758,T0162,Type-E,61.0
B02759,T0076,Type-D,55.0
B02760,T0027,Type-B,58.0
B02761,T0184,Type-E,62.5
B02762,T0133,Type-A,62.5
B02763,T0095,Type-C,55.0
B02764,T0199,Type-C,61.0
B02765,T0138,Type-B,61.0
B02766,T0056,Type-A,55.0
B02767,T0066,Type-D,61.0
B02768,T0058,Type-D,60.0
B02769,T0165,Type-A,58.0
B02770,T0101,Type-D,58.0
B02771,T0073,Type-C,61.0
B02772,T0142,Type-E,61.0
B02773,T0017,Type-D,58.0
B02774,T0086,Type-B,60.0
B02775,T0175,Type-A,55.0
B02776,T0138,Type-A,60.0
B02777,T0037,Type-B,62.5
B02778,T0036,Type-E,58.0
B02779,T0058,Type-A,62.5
B02780,T0055,Type-E,62.5
B02781,T0178,Type-C,60.0
B02782,T0200,Type-D,61.0
B02783,T0142,Type-D,61.0
B02784,T0106,Type-D,60.0
B02785,T0137,Type-D,55.0
B02786,T0052,Type-D,
B02787,T0096,Type-E,61.0
B02788,T0198,Type-C,58.0
B02789,T0141,Type-A,55.0
B02790,T0019,Type-B,55.0
B02791,T0118,Type-B,58.0
B02792,T0112,Type-B,60.0
B02793,T0117,Type-B,60.0
B02794,T0180,Type-C,62.5
B02795,T0136,Type-A,55.0
B02796,T0167,Type-E,58.0
B02797,T0184,Type-C,60.0
B02798,T0073,Type-B,58.0
B02799,T0070,Type-D,61.0
B02800,T0100,Type-A,60.0
B02801,T0017,Type-D,55.0
B02802,T0066,Type-D,60.0
B02803,T0014,Type-C,62.5
B02804,T0161,Type-D,60.0
B02805,T0021,Type-B,62.5
B02806,T0075,Type-A,58.0
B02807,T0083,Type-B,61.0
B02808,T0018,Type-B,55.0
B02809,T0189,Type-D,62.5
B02810,T0147,Type-A,58.0
B02811,T0137,Type-B,62.5
B02812,t0018,Type-A,62.5
B02813,T0100,Type-D,62.5
B02814,T0066,Type-A,60.0
B02815,T0098,Type-B,62.5
B02816,T0174,Type-A,
B02817,T0113,Type-B,55.0
B02818,T0185,Type-A,61.0
B02819,T0116,Type-A,62.5
B02820,T0109,Type-A,61.0
B02821,T0011,Type-B,55.0
B02822,T0006,Type-D,58.0
B02823,T0028,Type-A,60.0
B02824,T0116,Type-C,61.0
B02825,T0101,Type-A,61.0
B02826,T0105,Type-E,60.0
B02827,T0029,Type-D,58.0
B02828,T0009,Type-D,58.0
B02829,T0100,Type-E,55.0
B02830,T0091,Type-C,62.5
B02831,T0004,Type-C,62.5
B02832,T0070,Type-D,60.0
B02833,T0133,Type-E,62.5
B02834,T0146,Type-C,55.0
B02835,T0151,Type-C,55.0
B02836,T0035,Type-B,62.5
B02837,T0107,Type-B,62.5
B02838,T0038,Type-C,58.0
B02839,T0075,Type-C,58.0
B02840,T0055,Type-A,58.0
B02841,T0165,Type-A,58.0
B02842,T0042,Type-B,61.0
B02843,T0052,Type-E,60.0
B02844,T0104,Type-D,61.0
B02845,T0128,Type-A,55.0
B02846,T0164,Type-A,58.0
B02847,T0053,Type-A,58.0
B02848,T0021,Type-E,60.0
B02849,T0174,Type-E,58.0
B02850,T0105,Type-A,55.0
B02851,T0057,Type-D,55.0
B02852,T0182,Type-C,58.0
B02853,T0018,Type-A,60.0
B02854,T0158,Type-E,61.0
B02855,T0048,Type-E,58.0
B02856,T0178,Type-C,62.5
B02857,T0164,Type-A,61.0
B02858,T0002,Type-C,58.0
B02859,T0066,Type-C,58.0
B02860,T0159,Type-E,55.0
B02861,T0027,Type-B,55.0
B02862,T0067,Type-B,62.5
B02863,T0048,Type-B,58.0
B02864,T0171,Type-E,55.0
B02865,T0003,Type-C,61.0
B02866,T0197,Type-C,62.5
B02867,T0074,Type-D,62.5
B02868,T0080,Type-B,60.0
B02869,T0089,Type-C,60.0
B02870,t0005,Type-D,60.0
B02871,T0133,Type-B,60.0
B02872,t0038,Type-A,55.0
B02873,T0028,Type-E,58.0
B02874,T0163,Type-B,61.0
B02875,T0140,Type-B,60.0
B02876,T0032,Type-A,60.0
B02877,T0067,Type-A,61.0
B02878,T0022,Type-E,62.5
B02879,T0137,Type-E,55.0
B02880,T0084,Type-E,62.5
B02881,T0059,Type-C,62.5
B02882,T0176,Type-E,55.0
B02883,T0196,Type-D,55.0
B02884,T0137,Type-C ,58.0
B02885,T0187,Type-B,61.0
B02886,T0197,Type-E,58.0
B02887,T0044,Type-A,55.0
B02888,T0095,Type-E,61.0
B02889,T0095,Type-B,55.0
B02890,t0170,Type-C,61.0
B02891,T0085,Type-A,61.0
B02892,T0162,Type-C,62.5
B02893,T0092,Type-B,61.0
B02894,T0109,Type-A,58.0
B02895,T0032,Type-B,58.0
B02896,T0109,Type-D,60.0
B02897,T0075,Type-B,55.0
B02898,T0055,Type-C,55.0
B02899,T0160,Type-B,60.0
B02900,T0122,Type-B,55.0
B02901,T0098,Type-B,61.0
B02902,T0089,Type-E,61.0
B02903,T0159,Type-A,58.0
B02904,T0142,Type-E,61.0
B02905,T0018,Type-A,60.0
B02906,T0027,Type-B,55.0
B02907,T0029,Type-C,61.0
B02908,T0137,Type-E,62.5
B02909,T0024,Type-A,61.0
B02910,T0093,Type-C,55.0
B02911,T0125,Type-C,58.0
B02912,T0027,Type-C,61.0
B02913,T0137,Type-C,62.5
B02914,T0058,Type-E,55.0
B02915,T0035,Type-B,60.0
B02916,T0072,Type-D,61.0
B02917,T0067,Type-A,58.0
B02918,T0055,Type-D,62.5
B02919,T0039,Type-D,55.0
B02920,T0176,Type-A,55.0
B02921,T0151,Type-C,62.5
B02922,T0132,Type-D,62.5
B02923,T0175,Type-D,62.5
B02924,T0072,Type-E,58.0
B02925,T0007,Type-B,60.0
B02926,T0195,Type-C,61.0
B02927,t0042,Type-B,60.0
B02928,T0151,Type-D,60.0
B02929,T0066,Type-D,60.0
B02930,T0165,Type-A,55.0
B02931,T0186,Type-A,55.0
B02932,T0068,Type-B,58.0
B02933,T0104,Type-C,62.5
B02934,t0184,Type-B,61.0
B02935,T0057,Type-A,55.0
B02936,T0116,Type-C,61.0
B02937,T0099,Type-D,58.0
B02938,T0186,Type-A,58.0
B02939,T0011,Type-A,55.0
B02940,T0083,Type-D,61.0
B02941,T0019,Type-B,62.5
B02942,T0119,Type-B,60.0
B02943,T0145,Type-C,61.0
B02944,T0169,Type-E,62.5
B02945,T0163,Type-E,61.0
B02946,T0199,Type-C ,62.5
B02947,T0019,Type-E,61.0
B02948,T0016,Type-D,62.5
B02949,T0153,Type-B,58.0
B02950,T0181,Type-A,62.5
B02951,T0179,Type-A,55.0
B02952,T0045,Type-E,60.0
B02953,T0070,Type-C,55.0
B02954,T0008,Type-C,58.0
B02955,T0019,Type-D,55.0
B02956,T0136,Type-D,60.0
B02957,T0114,Type-B,62.5
B02958,T0173,Type-B,62.5
B02959,T0014,Type-B,58.0
B02960,T0084,Type-D,62.5
B02961,T0077,Type-D,60.0
B02962,T0013,Type-B,60.0
B02963,T0033,Type-C,60.0
B02964,T0023,Type-C,58.0
B02965,T0136,Type-D,61.0
B02966,T0094,Type-A,62.5
B02967,T0121,Type-D,60.0
B02968,T0085,Type-D,61.0
B02969,T0042,Type-D,61.0
B02970,T0049,Type-B,61.0
B02971,t0058,Type-A,58.0
B02972,T0139,Type-C,55.0
B02973,T0135,Type-B,58.0
B02974,T0143,Type-B,61.0
B02975,T0032,Type-D,61.0
B02976,T0175,Type-A,61.0
B02977,T0036,Type-B,62.5
B02978,T0164,Type-D,58.0
B02979,T0131,Type-E,55.0
B02980,T0071,Type-D,55.0
B02981,T0022,Type-D,62.5
B02982,T0196,Type-B,55.0
B02983,t0078,Type-C,55.0
B02984,t0164,Type-C,58.0
B02985,T0186,Type-C,60.0
B02986,T0051,Type-A,62.5
B02987,T0152,Type-E,62.5
B02988,T0112,Type-A,62.5
B02989,T0013,Type-C,62.5
B02990,T0079,Type-B,58.0
B02991,T0182,Type-B,55.0
B02992,T0178,Type-B,55.0
B02993,T0080,Type-C,61.0
B02994,T0157,Type-E,58.0
B02995,T0163,Type-B,58.0
B02996,T0159,Type-E,60.0
B02997,T0125,Type-B,61.0
B02998,T0172,Type-D,62.5
B02999,T0168,Type-B,58.0
B03000,T0117,Type-A,61.0
B03001,T0108,Type-E,62.5
B03002,T0108,Type-B,58.0
B03003,T0175,Type-D,55.0
B03004,T0162,Type-E,62.5
B03005,T0166,Type-C,60.0
B03006,T0180,Type-A,55.0
B03007,T0183,Type-A,61.0
B03008,T0157,Type-B,61.0
B03009,T0134,Type-E,58.0
B03010,T0119,Type-C,55.0
B03011,T0186,Type-B,61.0
B03012,T0034,Type-E,60.0
B03013,T0071,Type-E,55.0
B03014,T0178,Type-E,58.0
B03015,T0036,Type-E,55.0
B03016,T0144,Type-E,58.0
B03017,T0078,Type-C,62.5
B03018,T0055,Type-E,55.0
B03019,T0094,Type-B,58.0
B03020,T0037,Type-C,55.0
B03021,T0171,Type-E,
B03022,T0185,Type-E,58.0
B03023,T0019,Type-D,61.0
B03024,T0178,Type-E,61.0
B03025,T0191,Type-A,58.0
B03026,T0154,Type-B,58.0
B03027,T0039,Type-B,55.0
B03028,T0131,Type-E,60.0
B03029,T0191,Type-C,62.5
B03030,T0086,Type-E,55.0
B03031,T0119,Type-B,55.0
B03032,T0012,Type-A,62.5
B03033,T0139,Type-E,55.0
B03034,T0137,Type-B,61.0
B03035,T0013,Type-D,58.0
B03036,T0179,Type-C,58.0
B03037,T0197,Type-A,55.0
B03038,T0116,Type-D,62.5
B03039,T0062,Type-D,62.5
B03040,T0064,Type-E,55.0
B03041,T0151,Type-C,62.5
B03042,t0032,Type-B,60.0
B03043,t0110,Type-C,62.5
B03044,T0192,Type-E,58.0
B03045,T0115,Type-A,62.5
B03046,T0095,Type-A,61.0
B03047,T0060,Type-B,58.0
B03048,T0107,Type-A,60.0
B03049,T0087,Type-C,62.5
B03050,T0119,Type-B,60.0
B03051,T0029,Type-B,61.0
B03052,T0117,Type-B,55.0
B03053,T0068,Type-E,60.0
B03054,T0153,Type-D,55.0
B03055,T0037,Type-E,62.5
B03056,T0114,Type-D,55.0
B03057,T0086,Type-A,55.0
B03058,T0109,Type-B,60.0
B03059,T0011,Type-B,62.5
B03060,T0001,Type-A,61.0
B03061,T0035,Type-B,60.0
B03062,T0100,Type-A,55.0
B03063,T0057,Type-A,62.5
B03064,T0193,Type-C,61.0
B03065,T0118,Type-D,62.5
B03066,t0139,Type-C,58.0
B03067,T0017,Type-D,62.5
B03068,T0150,Type-D,60.0
B03069,T0012,Type-C,61.0
B03070,T0017,Type-D,61.0
B03071,T0019,Type-C,58.0
B03072,T0001,Type-C,60.0
B03073,T0086,Type-A,58.0
B03074,T0026,Type-C,58.0
B03075,T0062,Type-C,62.5
B03076,T0105,Type-A,61.0
B03077,T0145,Type-A,60.0
B03078,T0147,Type-D,55.0
B03079,T0021,Type-A,62.5
B03080,T0131,Type-C,58.0
B03081,T0057,Type-D,60.0
B03082,T0088,Type-A,62.5
B03083,t0085,Type-C,58.0
B03084,T0191,Type-B,55.0
B03085,T0168,Type-D,61.0
B03086,T0054,Type-B,62.5
B03087,T0105,Type-D,60.0
B03088,T0018,Type-C,58.0
B03089,T0037,Type-D ,62.5
B03090,T0119,Type-D,60.0
B03091,T0139,Type-B,55.0
B03092,T0016,Type-A,62.5
B03093,T0028,Type-B,62.5
B03094,T0153,Type-B ,55.0
B03095,T0185,Type-D,61.0
B03096,T0113,Type-A,55.0
B03097,T0071,Type-E,55.0
B03098,T0115,Type-D,61.0
B03099,T0138,Type-C,60.0
B03100,T0158,Type-D,61.0
B03101,T0107,Type-C,58.0
B03102,T0058,Type-B,62.5
B03103,T0064,Type-A,61.0
B03104,T0074,Type-D,62.5
B03105,T0021,Type-C,58.0
B03106,T0101,Type-B,60.0
B03107,t0083,Type-E,62.5
B03108,T0089,Type-D,62.5
B03109,T0015,Type-B,55.0
B03110,T0074,Type-D,60.0
B03111,T0062,Type-A,61.0
B03112,T0079,Type-B,61.0
B03113,T0164,Type-B,58.0
B03114,T0175,Type-C,55.0
B03115,T0112,Type-E,58.0
B03116,T0079,Type-D,61.0
B03117,T0092,Type-D,55.0
B03118,T0171,Type-C,58.0
B03119,T0153,Type-C,55.0
B03120,T0037,Type-B,60.0
B03121,T0094,Type-A,60.0
B03122,T0063,Type-E,62.5
B03123,T0166,Type-A,55.0
B03124,T0142,Type-E,61.0
B03125,T0087,Type-B,62.5
B03126,T0160,Type-A,55.0
B03127,T0064,Type-D,62.5
B03128,T0142,Type-C,58.0
B03129,T0082,Type-E,60.0
B03130,T0048,Type-D,62.5
B03131,T0062,Type-D,61.0
B03132,T0129,Type-D,60.0
B03133,T0191,Type-B,62.5
B03134,T0090,Type-C,62.5
B03135,T0170,Type-A,61.0
B03136,T0136,Type-E,60.0
B03137,T0110,Type-D,58.0
B03138,T0025,Type-B,61.0
B03139,T0132,Type-B,61.0
B03140,T0038,Type-B,60.0
B03141,T0142,Type-D,61.0
B03142,T0081,Type-B,55.0
B03143,t0019,Type-E,60.0
B03144,T0088,Type-B,58.0
B03145,T0155,Type-A,55.0
B03146,T0193,Type-D,60.0
B03147,T0028,Type-B,62.5
B03148,T0146,Type-C,55.0
B03149,T0194,Type-D,62.5
B03150,t0037,Type-A,62.5
B03151,T0069,Type-C,58.0
B03152,T0166,Type-B,55.0
B03153,T0110,Type-B,58.0
B03154,T0114,Type-B,60.0
B03155,T0166,Type-E,55.0
B03156,T0051,Type-A,58.0
B03157,T0025,Type-E,58.0
B03158,T0176,Type-D,60.0
B03159,T0173,Type-E,61.0
B03160,T0182,Type-B,61.0
B03161,T0051,Type-B,61.0
B03162,T0080,Type-E,60.0
B03163,T0127,Type-B,58.0
B03164,T0141,Type-E,55.0
B03165,T0087,Type-E,58.0
B03166,T0045,Type-B,60.0
B03167,T0056,Type-B,55.0
B03168,t0049,Type-E,61.0
B03169,T0029,Type-A,55.0
B03170,T0010,Type-E,61.0
B03171,T0072,Type-D,55.0
B03172,T0005,Type-C,55.0
B03173,T0101,Type-A,62.5
B03174,T0132,Type-C,55.0
B03175,T0101,Type-A,55.0
B03176,T0076,Type-C,58.0
B03177,T0089,Type-B,58.0
B03178,T0080,Type-A,61.0
B03179,T0195,Type-E,61.0
B03180,T0187,Type-E,55.0
B03181,T0123,Type-D,55.0
B03182,T0176,Type-D,61.0
B03183,T0151,Type-B,62.5
B03184,T0047,Type-B,55.0
B03185,t0081,Type-C,61.0
B03186,T0064,Type-A,62.5
B03187,T0182,Type-B,60.0
B03188,T0033,Type-D,60.0
B03189,T0065,Type-C,61.0
B03190,T0101,Type-D,61.0
B03191,T0089,Type-B,60.0
B03192,t0141,Type-A,55.0
B03193,T0073,Type-D,61.0
B03194,T0039,Type-C,55.0
B03195,T0152,Type-B,60.0
B03196,T0138,Type-E,55.0
B03197,T0128,Type-E,60.0
B03198,T0197,Type-D,58.0
B03199,T0179,Type-D,60.0
B03200,T0183,Type-A ,58.0
B03201,T0107,Type-C,60.0
B03202,T0091,Type-C,62.5
B03203,T0012,Type-A,60.0
B03204,T0154,Type-A,55.0
B03205,T0006,Type-A,55.0
B03206,T0007,Type-A,55.0
B03207,T0054,Type-B,55.0
B03208,T0166,Type-D,
B03209,T0047,Type-D,62.5
B03210,T0199,Type-C,61.0
B03211,T0044,Type-A,58.0
B03212,T0013,Type-C,61.0
B03213,T0064,Type-D,58.0
B03214,T0118,Type-D,60.0
B03215,T0124,Type-C,55.0
B03216,T0103,Type-E,62.5
B03217,T0016,Type-A,60.0
B03218,T0124,Type-B,60.0
B03219,T0067,Type-A,61.0
B03220,T0104,Type-E,62.5
B03221,T0011,Type-E,61.0
B03222,T0177,Type-C,62.5
B03223,T0010,Type-E,55.0
B03224,T0151,Type-C ,55.0
B03225,T0088,Type-A,55.0
B03226,T0083,Type-E,62.5
B03227,T0067,Type-D,60.0
B03228,T0180,Type-E,55.0
B03229,T0039,Type-B,62.5
B03230,T0002,Type-C,55.0
B03231,T0131,Type-C,61.0
B03232,T0060,Type-C,55.0
B03233,T0120,Type-D,58.0
B03234,T0116,Type-B,62.5
B03235,T0011,Type-D,62.5
B03236,T0144,Type-C,58.0
B03237,T0083,Type-D,55.0
B03238,T0023,Type-B,60.0
B03239,T0028,Type-B,58.0
B03240,T0021,Type-B,61.0
B03241,T0045,Type-D,61.0
B03242,T0162,Type-B,62.5
B03243,T0035,Type-A,58.0
B03244,T0110,Type-A,58.0
B03245,T0115,Type-B,58.0
B03246,T0094,Type-D,58.0
B03247,T0124,Type-C,55.0
B03248,T0033,Type-A,60.0
B03249,T0094,Type-E,62.5
B03250,T0192,Type-E,58.0
B03251,T0125,Type-D,61.0
B03252,T0131,Type-A,61.0
B03253,T0187,Type-D,62.5
B03254,T0159,Type-E,55.0
B03255,t0145,Type-B,58.0
B03256,T0004,Type-E,61.0
B03257,T0168,Type-C,60.0
B03258,T0175,Type-A,62.5
B03259,T0027,Type-C,58.0
B03260,T0190,Type-D,62.5
B03261,T0024,Type-A,58.0
B03262,T0074,Type-D,62.5
B03263,T0103,Type-B,62.5
B03264,T0163,Type-C,61.0
B03265,T0046,Type-A,55.0
B03266,T0064,Type-C,55.0
B03267,t0122,Type-E,58.0
B03268,T0141,Type-E,58.0
B03269,T0127,Type-B,61.0
B03270,T0171,Type-C,61.0
B03271,T0072,Type-B,62.5
B03272,T0162,Type-A,61.0
B03273,T0020,Type-A,62.5
B03274,T0162,Type-B,62.5
B03275,T0194,Type-D,55.0
B03276,T0045,Type-A,58.0
B03277,T0073,Type-B,62.5
B03278,T0016,Type-A,61.0
B03279,T0145,Type-A,58.0
B03280,T0063,Type-A,61.0
B03281,T0197,Type-C,58.0
B03282,T0059,Type-B,55.0
B03283,T0117,Type-A,60.0
B03284,T0171,Type-B,58.0
B03285,T0178,Type-B,61.0
B03286,T0054,Type-E,61.0
B03287,T0112,Type-A,62.5
B03288,T0013,Type-D,61.0
B03289,T0163,Type-B,61.0
B03290,T0052,Type-E,58.0
B03291,T0102,Type-A,55.0
B03292,T0147,Type-A,60.0
B03293,T0112,Type-C,58.0
B03294,T0136,Type-D,58.0
B03295,T0168,Type-E,60.0
B03296,T0195,Type-D,55.0
B03297,T0196,Type-C,55.0
B03298,T0180,Type-C,62.5
B03299,T0003,Type-E,58.0
B03300,T0074,Type-D,58.0
B03301,T0016,Type-E,61.0
B03302,T0067,Type-D ,62.5
B03303,T0048,Type-B,60.0
B03304,T0024,Type-B,62.5
B03305,T0072,Type-A ,60.0
B03306,T0131,Type-C,61.0
B03307,T0140,Type-D ,55.0
B03308,T0024,Type-D,62.5
B03309,T0147,Type-E,61.0
B03310,T0009,Type-E,58.0
B03311,T0115,Type-D,60.0
B03312,T0051,Type-C,55.0
B03313,T0012,Type-A,58.0
B03314,T0146,Type-E,61.0
B03315,T0054,Type-C,55.0
B03316,T0054,Type-C,58.0
B03317,T0125,Type-D,58.0
B03318,T0175,Type-C,60.0
B03319,T0047,Type-C,58.0
B03320,T0087,Type-B ,58.0
B03321,T0133,Type-C,61.0
B03322,T0106,Type-E,55.0
B03323,T0049,Type-B,61.0
B03324,T0021,Type-B,61.0
B03325,T0056,Type-E,62.5
B03326,T0058,Type-D,60.0
B03327,T0153,Type-B,55.0
B03328,T0160,Type-B,55.0
B03329,T0176,Type-A,55.0
B03330,T0128,Type-B,61.0
B03331,T0148,Type-A,58.0
B03332,T0153,Type-B,55.0
B03333,T0080,Type-B,58.0
B03334,T0069,Type-A,62.5
B03335,T0014,Type-E,62.5
B03336,T0071,Type-A,62.5
B03337,T0148,Type-C,60.0
B03338,T0086,Type-B,58.0
B03339,T0185,Type-B,60.0
B03340,T0012,Type-D,61.0
B03341,T0113,Type-A,58.0
B03342,T0151,Type-C,55.0
B03343,T0128,Type-E,61.0
B03344,T0014,Type-A,61.0
B03345,T0104,Type-B,55.0
B03346,T0066,Type-A,58.0
B03347,T0071,Type-C,61.0
B03348,T0026,Type-E,61.0
B03349,T0120,Type-A,61.0
B03350,T0104,Type-E,61.0
B03351,T0063,Type-C,60.0
B03352,T0064,Type-A,55.0
B03353,T0173,Type-D,58.0
B03354,T0100,Type-E,62.5
B03355,T0018,Type-B,58.0
B03356,T0062,Type-C,60.0
B03357,T0100,Type-C,58.0
B03358,T0183,Type-A,60.0
B03359,T0115,Type-D,55.0
B03360,t0110,Type-D,55.0
B03361,T0123,Type-B,55.0
B03362,T0006,Type-E,60.0
B03363,T0149,Type-B,60.0
B03364,T0186,Type-C,62.5
B03365,T0029,Type-E,61.0
B03366,T0038,Type-E,62.5
B03367,T0085,Type-B,60.0
B03368,T0159,Type-B,55.0
B03369,T0135,Type-D,62.5
B03370,T0156,Type-C,55.0
B03371,T0080,Type-B,62.5
B03372,T0115,Type-A,55.0
B03373,T0126,Type-D,62.5
B03374,T0053,Type-B,58.0
B03375,T0133,Type-A,58.0
B03376,t0011,Type-A,62.5
B03377,T0016,Type-C,58.0
B03378,T0075,Type-B,61.0
B03379,T0168,Type-A,62.5
B03380,T0063,Type-B,58.0
B03381,T0136,Type-D,60.0
B03382,T0147,Type-C,55.0
B03383,T0157,Type-D,55.0
B03384,T0034,Type-A,60.0
B03385,T0031,Type-A,58.0
B03386,T0114,Type-C,62.5
B03387,T0189,Type-C,58.0
B03388,T0189,Type-D,62.5
B03389,T0138,Type-A,55.0
B03390,T0170,Type-E,61.0
B03391,t0041,Type-E,55.0
B03392,T0089,Type-E,55.0
B03393,T0028,Type-B,60.0
B03394,T0076,Type-A,58.0
B03395,T0014,Type-D,62.5
B03396,T0162,Type-D,55.0
B03397,T0092,Type-E,55.0
B03398,T0063,Type-E,61.0
B03399,T0149,Type-D,61.0
B03400,T0147,Type-E,58.0
B03401,T0044,Type-C,58.0
B03402,T0165,Type-B,60.0
B03403,T0027,Type-B,55.0
B03404,T0163,Type-A,60.0
B03405,T0041,Type-A,58.0
B03406,T0032,Type-B,60.0
B03407,T0033,Type-C,55.0
B03408,T0051,Type-C,58.0
B03409,T0091,Type-A,62.5
B03410,T0056,Type-B,62.5
B03411,T0102,Type-B,58.0
B03412,T0101,Type-D,62.5
B03413,T0009,Type-C,61.0
B03414,T0085,Type-D,62.5
B03415,T0140,Type-E,61.0
B03416,T0181,Type-D,55.0
B03417,T0130,Type-C,
B03418,T0098,Type-E,61.0
B03419,T0114,Type-D,55.0
B03420,T0175,Type-D,62.5
B03421,T0163,Type-A,61.0
B03422,T0177,Type-A,55.0
B03423,T0153,Type-B,61.0
B03424,T0018,Type-D,55.0
B03425,T0196,Type-D,60.0
B03426,T0066,Type-C,58.0
B03427,T0059,Type-D,55.0
B03428,T0139,Type-B,55.0
B03429,T0083,Type-B,55.0
B03430,T0198,Type-E,58.0
B03431,T0085,Type-A,60.0
B03432,T0016,Type-A,60.0
B03433,T0108,Type-C,60.0
B03434,T0180,Type-E,61.0
B03435,T0008,Type-D,61.0
B03436,T0015,Type-D,55.0
B03437,T0052,Type-E,58.0
B03438,T0113,Type-C,61.0
B03439,T0056,Type-E,61.0
B03440,T0199,Type-A,60.0
B03441,T0021,Type-B,58.0
B03442,t0134,Type-C,60.0
B03443,T0040,Type-B,62.5
B03444,T0170,Type-E,62.5
B03445,T0130,Type-A,61.0
B03446,T0058,Type-B,62.5
B03447,T0014,Type-B,55.0
B03448,T0159,Type-E,58.0
B03449,T0177,Type-A,60.0
B03450,T0005,Type-C,60.0
B03451,T0002,Type-E,60.0
B03452,T0196,Type-B,62.5
B03453,T0182,Type-D,58.0
B03454,T0108,Type-C,62.5
B03455,T0075,Type-D,55.0
B03456,T0125,Type-A,62.5
B03457,T0016,Type-E,61.0
B03458,T0044,Type-B,55.0
B03459,T0128,Type-E,62.5
B03460,T0047,Type-D,62.5
B03461,T0127,Type-C,60.0
B03462,T0129,Type-B,62.5
B03463,T0026,Type-C,60.0
B03464,T0079,Type-A,60.0
